Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Office Machines,Centereach,Jumbo Drum,1003,Jessie Coble,Home Office,Technology,0,10667,Canon S750 Color Inkjet Printer,1,2/15/2020,88435,Low,11,11720,0.38,969,East,23901,1404,2/22/2020,Delivery Truck,26,New York,121
Office Machines,Anaheim,Jumbo Box,2400,Anita Boyle,Corporate,Technology,0.03,10910,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,1,7/18/2020,88457,Not Specified,15,92804,0.4,470,West,23902,1200,7/20/2020,Delivery Truck,30,California,81
Paper,Anaheim,Small Box,2400,Anita Boyle,Corporate,Office Supplies,0.05,10893,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1,7/18/2020,88457,Not Specified,13,92804,0.4,-88,West,23903,72,7/19/2020,Regular Air,6,California,5
Office Furnishings,Monroe,Small Box,2112,Margaret Olsen,Home Office,Furniture,0.04,10647,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",1,5/4/2019,87867,Low,18,28110,0.55,675,South,23904,184,5/9/2019,Express Air,6,North Carolina,10
Paper,Monroeville,Small Box,1831,Audrey Hendricks,Corporate,Office Supplies,0.02,10825,Xerox 1936,1,11/24/2018,90284,Low,20,15146,0.38,243,East,23905,397,11/26/2018,Regular Air,6,Pennsylvania,20
Binders and Binder Accessories,Camarillo,Small Box,3355,Glenda Simon,Corporate,Office Supplies,0.1,10492,GBC VeloBinder Electric Binding Machine,1,2/26/2017,88587,Low,5,93010,0.35,379,West,23906,550,3/7/2017,Regular Air,9,California,121
Computer Peripherals,Camarillo,Small Pack,3355,Glenda Simon,Corporate,Technology,0.08,11218,"Imation 3.5 IBM Formatted Diskettes, 10/Box",1,2/26/2017,88587,Low,6,93010,0.74,-42,West,23907,49,3/2/2017,Express Air,2,California,8
Telephones and Communication,Camarillo,Small Box,3355,Glenda Simon,Corporate,Technology,0.1,10252,V3682,1,2/26/2017,88587,Low,7,93010,0.59,372,West,23908,681,2/26/2017,Regular Air,4,California,126
Office Furnishings,Pharr,Small Box,3146,Maureen Stout,Corporate,Furniture,0.08,10571,Eldon Executive Woodline II Cherry Finish Desk Accessories,1,5/20/2019,85854,High,9,78577,0.57,-2,Central,23909,346,5/21/2019,Regular Air,19,Texas,41
Copiers and Fax,Adrian,Large Box,3261,Steven Long,Consumer,Technology,0.05,10449,Canon imageCLASS 2200 Advanced Copier,1,1/8/2019,90297,Critical,2,49221,0.37,-486,Central,23910,6916,1/10/2019,Regular Air,24,Michigan,3500
Chairs & Chairmats,Alamogordo,Jumbo Drum,1869,Roberta Daniel,Consumer,Furniture,0.04,11084,Global Troy™ Executive Leather Low-Back Tilter,1,2/21/2020,89210,Medium,8,88310,0.6,2814,West,23911,4078,2/24/2020,Delivery Truck,26,New Mexico,501
Envelopes,Alamogordo,Small Box,1869,Roberta Daniel,Consumer,Office Supplies,0.04,11180,"Peel & Seel® Recycled Catalog Envelopes, Brown",1,2/21/2020,89210,Medium,7,88310,0.35,-5,West,23912,81,2/22/2020,Express Air,7,New Mexico,12
Paper,Columbus,Small Box,1466,Wesley Reid,Small Business,Office Supplies,0.08,10761,Xerox 23,1,2/3/2019,91117,High,5,68601,0.37,-29,Central,23913,33,2/4/2019,Regular Air,5,Nebraska,6
Storage & Organization,Columbus,Small Box,1466,Wesley Reid,Small Business,Office Supplies,0,10863,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",1,2/3/2019,91117,High,12,68601,0.57,288,Central,23914,436,2/3/2019,Regular Air,8,Nebraska,35
Paper,Brooklyn Park,Small Box,2203,Eddie Walker,Home Office,Office Supplies,0.02,11181,Xerox 1885,1,7/10/2020,86061,Not Specified,16,55445,0.37,560,Central,23915,811,7/13/2020,Express Air,7,Minnesota,48
Storage & Organization,Nicholasville,Small Box,2171,Stacey Pearson,Home Office,Office Supplies,0.06,10856,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",1,12/10/2019,91580,Medium,11,40356,0.58,-951,South,23916,182,12/11/2019,Express Air,6,Kentucky,17
Computer Peripherals,Owensboro,Small Pack,2172,Warren B Dickerson,Home Office,Technology,0,10762,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",1,12/10/2019,91580,Medium,8,42301,0.66,250,South,23917,43,12/12/2019,Regular Air,5,Kentucky,5
Tables,Idaho Falls,Jumbo Box,3006,Thomas Spence,Corporate,Furniture,0.05,10253,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",1,10/19/2019,91395,Not Specified,12,83402,0.66,1619,West,23918,3111,10/20/2019,Delivery Truck,29,Idaho,321
Office Machines,Brooklyn Park,Jumbo Drum,2203,Eddie Walker,Home Office,Technology,0.08,10812,Panasonic KX-P1150 Dot Matrix Printer,1,2/2/2017,86051,Low,8,55445,0.56,752,Central,23919,1118,2/2/2017,Delivery Truck,18,Minnesota,145
Chairs & Chairmats,Burnsville,Jumbo Drum,2204,Oscar Ford,Home Office,Furniture,0.07,10948,"Metal Folding Chairs, Beige, 4/Carton",1,2/2/2017,86051,Low,5,55337,0.58,-158,Central,23920,169,2/6/2017,Delivery Truck,19,Minnesota,34
Storage & Organization,Burnsville,Small Box,2204,Oscar Ford,Home Office,Office Supplies,0.1,10896,"Fellowes Personal Hanging Folder Files, Navy",1,2/2/2020,86060,Low,4,55337,0.57,-30,Central,23921,52,2/6/2020,Regular Air,6,Minnesota,13
Chairs & Chairmats,New York City,Jumbo Drum,2666,Christopher Horner,Corporate,Furniture,0.06,11162,"Global Deluxe Stacking Chair, Gray",1,12/16/2019,87838,Low,18,10024,0.56,200,East,23922,887,12/21/2019,Delivery Truck,14,New York,51
Office Furnishings,New York City,Small Box,2666,Christopher Horner,Corporate,Furniture,0,10254,DAX Clear Channel Poster Frame,1,12/16/2019,87838,Low,18,10024,0.48,103,East,23923,279,12/20/2019,Regular Air,7,New York,15
Office Furnishings,New York City,Wrap Bag,2666,Christopher Horner,Corporate,Furniture,0.06,10383,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1,12/16/2019,87838,Low,9,10024,0.68,281,East,23924,407,12/20/2019,Regular Air,5,New York,46
Binders and Binder Accessories,Channelview,Small Box,1254,Anne Bland,Home Office,Office Supplies,0.04,11105,"Angle-D Binders with Locking Rings, Label Holders",1,9/21/2020,89987,Medium,24,77530,0.38,-157,Central,23925,181,9/22/2020,Regular Air,8,Texas,7
Rubber Bands,Channelview,Wrap Bag,1254,Anne Bland,Home Office,Office Supplies,0.06,10586,Advantus Map Pennant Flags and Round Head Tacks,1,9/22/2017,89984,Medium,5,77530,0.53,-10,Central,23926,20,9/23/2017,Regular Air,2,Texas,4
Binders and Binder Accessories,Davis,Small Box,2570,Yvonne Stephens,Consumer,Office Supplies,0.01,11020,Avery Durable Binders,1,9/11/2020,90332,Medium,17,95616,0.36,7,West,23927,50,9/13/2020,Regular Air,1,California,3
Binders and Binder Accessories,Sugar Land,Small Box,686,Pamela Levin,Small Business,Office Supplies,0.04,10653,Wilson Jones Impact Binders,1,1/8/2019,89741,Low,10,77478,0.36,-137,Central,23928,52,1/13/2019,Regular Air,6,Texas,5
Envelopes,Sugar Land,Small Box,686,Pamela Levin,Small Business,Office Supplies,0.08,10301,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",1,1/8/2019,89741,Low,1,77478,0.35,-6,Central,23929,11,1/10/2019,Regular Air,1,Texas,11
Telephones and Communication,Sugar Land,Small Box,686,Pamela Levin,Small Business,Technology,0.02,10723,Item 10723,1,1/8/2019,89741,Low,7,77478,0.58,139,Central,23930,402,1/13/2019,Regular Air,9,Texas,66
Paper,Killingly Center,Wrap Bag,1908,Sharon Sellers,Small Business,Office Supplies,0.03,10255,"TOPS Voice Message Log Book, Flash Format",1,12/16/2019,86504,Critical,8,6241,0.36,-2,East,23931,41,12/18/2019,Regular Air,3,Connecticut,5
Chairs & Chairmats,Caldwell,Large Box,3102,Larry Arnold,Consumer,Furniture,0.03,10357,Hon Olson Stacker Stools,1,12/9/2019,89992,Critical,19,83605,0.57,1896,West,23932,2763,12/11/2019,Regular Air,24,Idaho,141
Paper,Caldwell,Small Box,3102,Larry Arnold,Consumer,Office Supplies,0.04,10713,Xerox 1894,1,12/9/2019,89992,Critical,18,83605,0.37,-43,West,23933,118,12/11/2019,Regular Air,6,Idaho,6
"Scissors, Rulers and Trimmers",Caldwell,Small Pack,3102,Larry Arnold,Consumer,Office Supplies,0.05,11237,Kleencut® Forged Office Shears by Acme United Corporation,1,12/9/2019,89992,Critical,17,83605,0.55,-29,West,23934,35,12/9/2019,Regular Air,3,Idaho,2
Pens & Art Supplies,League City,Wrap Bag,1244,Victor Pace,Home Office,Office Supplies,0.09,11018,Newell 339,1,7/20/2018,88422,High,5,77573,0.59,-2,Central,23935,14,7/21/2018,Regular Air,1,Texas,3
Telephones and Communication,Burton,Small Box,391,Suzanne Shannon,Corporate,Technology,0.01,10466,T28 WORLD,1,12/22/2018,86388,Not Specified,7,48509,0.6,302,Central,23936,1201,12/24/2018,Regular Air,9,Michigan,196
Computer Peripherals,Yuma,Small Pack,1118,Jesse Williams Katz,Home Office,Technology,0.01,11167,"Memorex 4.7GB DVD-RAM, 3/Pack",1,2/16/2020,86781,Critical,5,85364,0.42,111,West,23937,160,2/16/2020,Regular Air,2,Arizona,32
Storage & Organization,Yuma,Medium Box,1118,Jesse Williams Katz,Home Office,Office Supplies,0.02,10256,Eldon Portable Mobile Manager,1,2/16/2020,86781,Critical,5,85364,0.58,-93,West,23938,142,2/17/2020,Regular Air,14,Arizona,28
Storage & Organization,Oxford,Large Box,211,Anna Wood,Consumer,Office Supplies,0.01,10499,Space Solutions Commercial Steel Shelving,1,11/9/2020,85978,Medium,9,1540,0.8,151,East,23939,603,11/11/2020,Express Air,35,Massachusetts,65
Paper,Torrance,Wrap Bag,1654,Bob Jiang,Corporate,Office Supplies,0.07,10990,Unpadded Memo Slips,1,10/18/2019,89889,Critical,5,90503,0.35,-11,West,23940,21,10/21/2019,Regular Air,3,California,4
Telephones and Communication,Twin Falls,Small Box,3206,Dana Rankin,Consumer,Technology,0.05,10719,T39m,1,12/13/2018,87938,High,16,83301,0.55,1391,West,23941,2015,12/16/2018,Regular Air,4,Idaho,156
Telephones and Communication,Muskegon,Medium Box,2995,Carol T Pitts,Small Business,Technology,0.03,10957,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,1,5/27/2020,88919,Not Specified,16,49442,0.56,47,Central,23942,392,5/28/2020,Regular Air,9,Michigan,29
Office Furnishings,Novi,Medium Box,2996,Roberta Vincent Haas,Small Business,Furniture,0,11106,DAX Solid Wood Frames,1,5/27/2020,88919,Not Specified,12,48375,0.48,8,Central,23943,125,5/30/2020,Regular Air,6,Michigan,10
Appliances,Southbury,Small Box,49,Terri Lyons,Corporate,Office Supplies,0.08,10257,Fellowes Command Center 5-outlet power strip,1,3/27/2018,87710,High,1,6488,0.58,-13,East,23944,65,3/27/2018,Regular Air,1,Connecticut,68
Chairs & Chairmats,Tinley Park,Large Box,50,Dawn Bailey,Corporate,Furniture,0.04,10512,SAFCO Arco Folding Chair,1,3/27/2018,87710,High,8,60477,0,1585,Central,23945,2297,3/30/2018,Regular Air,24,Illinois,276
Labels,Brunswick,Small Box,182,Ryan Mann,Small Business,Office Supplies,0.08,10701,Avery 494,1,3/19/2019,88365,Critical,13,4011,0.39,22,East,23946,31,3/21/2019,Regular Air,1,Maine,3
Office Furnishings,Clarksville,Small Pack,2725,Katharine Hudson,Home Office,Furniture,0.03,11191,Aluminum Document Frame,1,5/22/2019,88961,Low,18,37042,0.55,-166,South,23947,223,5/29/2019,Regular Air,3,Tennessee,12
Paper,Clarksville,Small Box,2725,Katharine Hudson,Home Office,Office Supplies,0.02,10484,Xerox 226,1,5/22/2019,88961,Low,11,37042,0.37,-94,South,23948,72,5/29/2019,Regular Air,6,Tennessee,6
Binders and Binder Accessories,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Office Supplies,0.09,10469,Ibico Covers for Plastic or Wire Binding Elements,1,3/29/2020,86452,Not Specified,6,53590,0.4,-33,Central,23949,69,3/30/2020,Express Air,7,Wisconsin,12
Computer Peripherals,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Technology,0.1,10989,Gyration Ultra Cordless Optical Suite,1,3/29/2020,86452,Not Specified,4,53590,0.46,237,Central,23950,385,3/30/2020,Regular Air,7,Wisconsin,101
Office Machines,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Technology,0.07,10894,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,1,3/29/2020,86452,Not Specified,6,53590,0.52,231,Central,23951,597,3/30/2020,Regular Air,20,Wisconsin,100
Binders and Binder Accessories,Port Charlotte,Small Box,2684,Edna Michael,Small Business,Office Supplies,0.02,10258,Satellite Sectional Post Binders,1,3/8/2020,89152,Medium,11,33952,0.39,-1346,South,23952,491,3/10/2020,Regular Air,3,Florida,43
Paper,Port Charlotte,Small Box,2684,Edna Michael,Small Business,Office Supplies,0.05,10708,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",1,3/8/2020,89152,Medium,5,33952,0.38,22,South,23953,38,3/10/2020,Regular Air,6,Florida,7
Computer Peripherals,Plano,Small Box,3163,Lorraine Lamb,Corporate,Technology,0.07,10259,Micro Innovations Media Access Pro Keyboard,1,4/23/2020,87102,Not Specified,10,75023,0.76,234,Central,23954,765,4/24/2020,Regular Air,4,Texas,78
Pens & Art Supplies,Plano,Wrap Bag,3163,Lorraine Lamb,Corporate,Office Supplies,0.05,10690,*Staples* Highlighting Markers,1,4/23/2020,87102,Not Specified,1,75023,0.52,-1,Central,23955,5,4/25/2020,Regular Air,1,Texas,5
Computer Peripherals,Philadelphia,Small Box,2019,Billie Glass,Home Office,Technology,0.01,10693,US Robotics 56K V.92 External Faxmodem,1,9/1/2019,86941,High,11,19143,0.52,241,East,23956,1098,9/3/2019,Regular Air,20,Pennsylvania,100
Office Furnishings,Philadelphia,Wrap Bag,2019,Billie Glass,Home Office,Furniture,0.1,10260,Eldon® 500 Class™ Desk Accessories,1,9/1/2019,86941,High,22,19143,0.52,-29,East,23957,249,9/3/2019,Express Air,6,Pennsylvania,12
Computer Peripherals,Westlake,Small Box,1472,Tommy Ellis Ritchie,Home Office,Technology,0.02,10973,Logitech Internet Navigator Keyboard,1,6/28/2017,87078,Not Specified,17,44145,0.79,-45,East,23958,553,6/29/2017,Express Air,7,Ohio,31
Binders and Binder Accessories,Claremont,Small Box,2232,Kay Ivey Orr,Consumer,Office Supplies,0.1,10920,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",1,9/11/2020,86685,High,2,91711,0.39,-7,West,23959,18,9/13/2020,Regular Air,3,California,9
Appliances,Mansfield,Small Box,2234,Daniel Phelps,Consumer,Office Supplies,0.06,11220,Belkin 8 Outlet Surge Protector,1,9/11/2020,86685,High,10,2048,0.57,159,East,23960,407,9/13/2020,Regular Air,5,Massachusetts,41
Pens & Art Supplies,Norwich,Wrap Bag,2233,Anna Miles,Consumer,Office Supplies,0.03,10567,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",1,9/11/2020,86685,High,9,6360,0.41,-58,East,23961,24,9/13/2020,Regular Air,5,Connecticut,2
Office Furnishings,Reynoldsburg,Small Box,2903,Frances Powers,Small Business,Furniture,0.09,11173,"Eldon Imàge® Series Desk Accessories, Clear",1,6/9/2020,87377,Medium,6,43068,0.42,-45,East,23962,30,6/12/2020,Regular Air,7,Ohio,5
Appliances,Mauldin,Small Box,2270,Kristine Holden,Small Business,Office Supplies,0.01,10598,Kensington 6 Outlet Guardian Standard Surge Protector,1,8/4/2017,89572,Low,18,29662,0.58,711,South,23963,375,8/6/2017,Regular Air,6,South Carolina,20
Rubber Bands,Mauldin,Wrap Bag,2270,Kristine Holden,Small Business,Office Supplies,0.09,10608,"Super Bands, 12/Pack",1,8/4/2017,89572,Low,12,29662,0.82,-1085,South,23964,22,8/9/2017,Regular Air,3,South Carolina,2
Telephones and Communication,Mauldin,Small Box,2270,Kristine Holden,Small Business,Technology,0.08,10261,V70,1,8/4/2017,89572,Low,17,29662,0.59,-157,South,23965,2875,8/9/2017,Regular Air,3,South Carolina,206
Telephones and Communication,Woodstock,Small Box,1788,Valerie Siegel,Consumer,Technology,0.04,11199,TimeportP7382,1,7/19/2017,88256,Critical,6,30188,0.56,961,South,23966,1009,7/20/2017,Regular Air,9,Georgia,206
Office Furnishings,Derry,Small Box,27,Guy Gallagher,Corporate,Furniture,0.04,11132,Eldon Image Series Black Desk Accessories,1,10/31/2017,87652,Not Specified,12,3038,0.49,9,East,23967,55,11/2/2017,Regular Air,7,New Hampshire,4
Telephones and Communication,Derry,Small Box,27,Guy Gallagher,Corporate,Technology,0.01,10320,SC-3160,1,10/30/2020,87668,Not Specified,29,3038,0.59,848,East,23968,1730,11/1/2020,Regular Air,9,New Hampshire,66
Paper,Southgate,Small Box,619,Howard Rogers,Consumer,Office Supplies,0.02,11219,Xerox 1993,1,2/10/2020,88200,Critical,8,48195,0.36,-179,Central,23969,53,2/10/2020,Regular Air,10,Michigan,6
Tables,Albemarle,Jumbo Box,395,Monica McCormick,Corporate,Furniture,0.07,10895,Riverside Furniture Stanwyck Manor Table Series,1,9/1/2020,86396,Not Specified,23,28001,0.78,-32,South,23970,5082,9/3/2020,Delivery Truck,62,North Carolina,287
Paper,Burton,Small Box,391,Suzanne Shannon,Corporate,Office Supplies,0.01,10262,Xerox 1907,1,9/1/2020,86396,Not Specified,13,48509,0.38,54,Central,23971,165,9/2/2020,Regular Air,5,Michigan,12
Bookcases,Oxford,Jumbo Box,369,Troy Moon,Corporate,Furniture,0.04,10710,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",1,8/11/2020,90295,Critical,23,1540,0,377,East,23972,1706,8/13/2020,Delivery Truck,27,Massachusetts,71
Paper,Oxford,Small Box,369,Troy Moon,Corporate,Office Supplies,0.03,10859,Xerox 1893,1,8/11/2020,90295,Critical,16,1540,0.36,363,East,23973,677,8/12/2020,Regular Air,17,Massachusetts,41
Computer Peripherals,Muskego,Small Pack,2568,Betty Schroeder,Home Office,Technology,0.01,10942,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",1,8/3/2018,90876,Critical,20,53150,0.46,247,Central,23974,357,8/4/2018,Regular Air,2,Wisconsin,17
Binders and Binder Accessories,Springfield,Small Box,614,Ricky Kaufman,Home Office,Office Supplies,0.07,10263,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,11/19/2019,91274,High,28,97477,0.4,21,West,23975,106,11/21/2019,Regular Air,5,Oregon,4
Binders and Binder Accessories,Madison,Small Box,1185,Lee Xu,Consumer,Office Supplies,0.1,10650,Heavy-Duty E-Z-D® Binders,1,8/15/2019,85942,Not Specified,5,35756,0.38,-24,South,23976,58,8/16/2019,Express Air,3,Alabama,11
Computer Peripherals,Concord,Small Pack,1032,Robert Willis,Corporate,Technology,0.08,10307,TDK 4.7GB DVD-R,1,7/14/2020,89629,Critical,7,28027,0.41,3,South,23977,68,7/14/2020,Express Air,2,North Carolina,10
Binders and Binder Accessories,Durham,Small Box,1033,Sean Sparks,Corporate,Office Supplies,0,10695,GBC Poly Designer Binding Covers,1,7/14/2020,89629,Critical,16,27707,0.36,24,South,23978,275,7/15/2020,Regular Air,5,North Carolina,17
Binders and Binder Accessories,Durham,Small Box,1033,Sean Sparks,Corporate,Office Supplies,0,10996,GBC Recycled Regency Composition Covers,1,7/14/2020,89629,Critical,4,27707,0.39,40,South,23979,252,7/16/2020,Regular Air,10,North Carolina,60
Pens & Art Supplies,Willoughby,Wrap Bag,1590,Lucille Buchanan,Home Office,Office Supplies,0.03,10439,Newell 338,1,9/29/2018,86671,High,20,44094,0.58,22,East,23980,62,9/30/2018,Express Air,1,Ohio,3
Computer Peripherals,New York City,Small Box,1386,Miriam Drake,Home Office,Technology,0.03,10752,Belkin 105-Key Black Keyboard,1,8/6/2020,88317,Low,22,10024,0.68,18,East,23981,433,8/8/2020,Regular Air,4,New York,20
Computer Peripherals,Centereach,Small Box,1387,Matthew Kearney,Home Office,Technology,0.06,10463,Micro Innovations 104 Keyboard,1,8/6/2020,88317,Low,21,11720,0.64,-72,East,23982,220,8/11/2020,Regular Air,7,New York,11
Labels,Tucker,Small Box,2487,Michelle Bryant Phillips,Small Business,Office Supplies,0.04,11130,Avery 481,1,6/18/2017,91415,Not Specified,14,30084,0.37,257,South,23983,43,6/19/2017,Regular Air,1,Georgia,3
Pens & Art Supplies,Tucker,Wrap Bag,2487,Michelle Bryant Phillips,Small Business,Office Supplies,0.1,10613,Newell 318,1,6/18/2017,91415,Not Specified,18,30084,0.59,1,South,23984,46,6/19/2017,Regular Air,1,Georgia,3
Paper,Mandan,Small Box,3036,Edith Reynolds,Home Office,Office Supplies,0.08,11125,Xerox 193,1,1/19/2018,89131,High,3,58554,0.36,-31,Central,23985,19,1/21/2018,Regular Air,5,North Dakota,6
Office Machines,Portland,Jumbo Box,337,Jonathan Cheng,Corporate,Technology,0.09,11228,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,1,8/6/2020,87282,Critical,15,97206,0.36,3793,West,23986,5497,8/7/2020,Delivery Truck,48,Oregon,401
Copiers and Fax,Belle Glade,Jumbo Drum,1038,Jon Hale,Corporate,Technology,0.06,10360,Canon PC940 Copier,1,3/2/2020,90644,Critical,11,33430,0.38,3735,South,23987,4979,3/4/2020,Delivery Truck,49,Florida,450
Pens & Art Supplies,Belle Glade,Small Pack,1038,Jon Hale,Corporate,Office Supplies,0.03,11025,Boston 1730 StandUp Electric Pencil Sharpener,1,3/2/2020,90644,Critical,4,33430,0.59,-76,South,23988,90,3/3/2020,Regular Air,9,Florida,21
Pens & Art Supplies,Plainview,Wrap Bag,2562,Norma Higgins,Consumer,Office Supplies,0.01,10736,"Quartet Omega® Colored Chalk, 12/Pack",1,6/17/2018,86468,Not Specified,11,11803,0.38,45,East,23989,65,6/18/2018,Regular Air,1,New York,6
Paper,Pharr,Small Box,3146,Maureen Stout,Corporate,Office Supplies,0.08,11226,Xerox 1994,1,12/19/2018,85851,Medium,7,78577,0.37,-16,Central,23990,48,12/20/2018,Regular Air,6,Texas,6
Binders and Binder Accessories,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Office Supplies,0.01,11071,"Avery Flip-Chart Easel Binder, Black",1,10/11/2020,89865,High,5,92105,0.38,-48,West,23991,119,10/11/2020,Regular Air,15,California,22
Computer Peripherals,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Technology,0,11239,Belkin ErgoBoard™ Keyboard,1,10/12/2018,89860,High,18,92105,0.64,49,West,23992,570,10/14/2018,Express Air,7,California,31
Telephones and Communication,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Technology,0.09,10466,T28 WORLD,1,10/12/2018,89860,High,5,92105,0.6,-274,West,23993,803,10/14/2018,Regular Air,9,California,196
Binders and Binder Accessories,Bristol,Small Box,2413,Frances McCall,Consumer,Office Supplies,0.09,11155,GBC Wire Binding Strips,1,11/5/2020,86764,Not Specified,28,6010,0.37,243,East,23994,844,11/6/2020,Regular Air,13,Connecticut,32
Binders and Binder Accessories,Sanford,Small Box,2415,Emma Mitchell,Consumer,Office Supplies,0.05,10492,GBC VeloBinder Electric Binding Machine,1,11/5/2020,86764,Not Specified,16,4073,0.35,1307,East,23995,1894,11/6/2020,Regular Air,9,Maine,121
Pens & Art Supplies,Paramus,Wrap Bag,905,Julian Richards,Consumer,Office Supplies,0.09,10289,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1,3/6/2020,90812,Low,6,7652,0.46,-17,East,23996,12,3/8/2020,Regular Air,2,New Jersey,2
Appliances,Iowa City,Small Box,2329,Nancy Combs,Home Office,Office Supplies,0.04,10294,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",1,2/3/2018,90966,Not Specified,10,52240,0.59,325,Central,23997,471,2/5/2018,Regular Air,5,Iowa,49
Binders and Binder Accessories,Iowa City,Small Box,2329,Nancy Combs,Home Office,Office Supplies,0.03,10920,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",1,2/3/2018,90966,Not Specified,1,52240,0.39,-10,Central,23998,11,2/5/2018,Regular Air,3,Iowa,9
Paper,Franklin,Small Box,103,Alexander Hendricks,Consumer,Office Supplies,0.02,10450,Xerox 1880,1,2/21/2018,88206,Medium,9,2038,0.38,48,East,23999,330,2/23/2018,Regular Air,20,Massachusetts,35
Storage & Organization,Lowell,Small Box,104,Annette Ferrell,Consumer,Office Supplies,0.02,10309,Portfile® Personal File Boxes,1,2/21/2018,88206,Medium,3,1852,0.59,-44,East,24000,58,2/22/2018,Regular Air,9,Massachusetts,18
Computer Peripherals,Marlborough,Small Pack,105,Oscar Monroe,Consumer,Technology,0.02,10916,"Memorex Slim 80 Minute CD-R, 10/Pack",1,2/21/2020,88211,Medium,8,1752,0.43,56,East,24001,81,2/22/2020,Express Air,2,Massachusetts,10
Rubber Bands,New Haven,Wrap Bag,99,Theresa Hansen,Consumer,Office Supplies,0.01,10264,OIC Bulk Pack Metal Binder Clips,1,2/21/2018,88206,Medium,12,6510,0.39,29,East,24002,42,2/23/2018,Regular Air,1,Connecticut,3
Paper,Nutley,Small Box,110,Stanley Kessler,Consumer,Office Supplies,0.02,10513,Xerox 1996,1,2/21/2018,88206,Medium,7,7110,0.37,-148,East,24003,48,2/22/2018,Regular Air,9,New Jersey,6
Pens & Art Supplies,Kearny,Wrap Bag,422,Gretchen Zimmerman,Small Business,Office Supplies,0.08,11018,Newell 339,1,10/7/2020,87709,Low,1,7032,0.59,-4,East,24004,3,10/11/2020,Regular Air,1,New Jersey,3
Paper,Boston,Small Box,418,Lester Cho,Small Business,Office Supplies,0.03,10819,Xerox 1920,1,10/8/2018,87703,Low,4,2129,0.4,-37,East,24005,29,10/13/2018,Regular Air,8,Massachusetts,6
Appliances,Teaneck,Small Box,423,Alexander Baker,Small Business,Office Supplies,0.04,10425,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",1,10/8/2018,87703,Low,22,7666,0.57,948,East,24006,1374,10/12/2018,Regular Air,4,New Jersey,60
Telephones and Communication,Stratford,Small Box,378,Cindy Ennis,Consumer,Technology,0.07,10979,Accessory12,1,2/4/2020,89582,Low,4,6614,0.35,196,East,24007,283,2/6/2020,Express Air,3,Connecticut,86
Binders and Binder Accessories,Torrance,Small Box,1654,Bob Jiang,Corporate,Office Supplies,0.07,11009,Storex DuraTech Recycled Plastic Frosted Binders,1,8/9/2020,89890,Medium,4,90503,0.35,-6,West,24008,25,8/9/2020,Express Air,5,California,4
Chairs & Chairmats,Stratford,Jumbo Drum,2378,Edith Norton,Small Business,Furniture,0.02,11111,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1,9/9/2020,91327,Low,18,6614,0.58,2328,East,24009,3841,9/16/2020,Delivery Truck,24,Connecticut,201
Binders and Binder Accessories,Santa Rosa,Small Box,1696,Bonnie G Keith,Home Office,Office Supplies,0.04,10920,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",1,9/19/2020,86345,Low,17,95404,0.39,3,West,24010,146,9/26/2020,Regular Air,3,California,9
