Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
"Scissors, Rulers and Trimmers",Florissant,Small Pack,2130,Theodore Garrison,Home Office,Office Supplies,0.04,10793,Fiskars� Softgrip Scissors,1,12/14/2014,90082,Not Specified,11,63031,0.57,29,Central,2/1/1955,126,12/15/2016,Regular Air,3,Missouri,11
Telephones and Communication,Grand Island,Medium Box,387,Angela Howe,Corporate,Technology,0.01,11113,1726 Digital Answering Machine,1,9/30/2016,90343,Critical,1,68801,0.58,-48,Central,4/17/1955,19,10/3/2017,Regular Air,5,Nebraska,21
Office Furnishings,Port Huron,Small Box,3001,Anthony Foley,Corporate,Furniture,0,10731,Hand-Finished Solid Wood Document Frame,1,2/1/2017,87047,Medium,3,48060,0.55,78,Central,6/12/1963,113,2/2/2018,Regular Air,5,Michigan,34
Paper,Florissant,Small Box,2130,Theodore Garrison,Home Office,Office Supplies,0.06,11209,Xerox 212,1,12/15/2014,90082,Not Specified,21,63031,0.37,-103,Central,1/30/1955,137,12/15/2016,Regular Air,8,Missouri,6
Storage & Organization,Florissant,Small Box,2130,Theodore Garrison,Home Office,Office Supplies,0.09,10140,Project Tote Personal File,1,12/15/2014,90082,Not Specified,5,63031,0.56,-29,Central,2/2/1955,71,12/15/2016,Regular Air,9,Missouri,14
Pens & Art Supplies,Florissant,Wrap Bag,2130,Theodore Garrison,Home Office,Office Supplies,0.06,10443,"Binney & Smith inkTank� Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",1,12/15/2014,90082,Not Specified,15,63031,0.44,-45,Central,1/31/1955,40,12/15/2016,Regular Air,4,Missouri,3
Storage & Organization,Richmond,Small Box,1622,Sue Boykin,Small Business,Office Supplies,0.09,10656,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",1,7/21/2017,87613,Low,6,47374,0.73,-60,Central,3/20/1950,817,7/24/2018,Regular Air,20,Indiana,141
Telephones and Communication,Port Huron,Small Box,3001,Anthony Foley,Corporate,Technology,0.07,10150,g520,1,2/1/2017,87047,Medium,13,48060,0.59,340,Central,6/13/1963,718,2/2/2018,Express Air,5,Michigan,66
Computer Peripherals,Grand Island,Small Box,387,Angela Howe,Corporate,Technology,0.06,10752,Belkin 105-Key Black Keyboard,1,10/1/2015,90343,Critical,21,68801,0.68,17,Central,4/16/1955,412,10/4/2016,Regular Air,4,Nebraska,20
Computer Peripherals,Florissant,Small Box,2130,Theodore Garrison,Home Office,Technology,0.08,10623,"Fellowes Basic 104-Key Keyboard, Platinum",1,12/16/2014,90082,Not Specified,5,63031,0.65,-34,Central,1/29/1955,105,12/15/2016,Regular Air,6,Missouri,21
Chairs & Chairmats,Killingly Center,Jumbo Drum,3078,Kate McKenna,Consumer,Furniture,0.03,10913,Office Star - Task Chair with Contemporary Loop Arms,1,11/1/2016,88245,Low,5,06241,0.61,-36,East,1/24/1971,483,11/2/2017,Delivery Truck,30,Connecticut,91
Chairs & Chairmats,Philadelphia,Jumbo Drum,3079,Andrew Levine,Consumer,Furniture,0.03,10913,Office Star - Task Chair with Contemporary Loop Arms,1,6/30/2016,56837,Low,19,19112,0.61,-71,East,10/13/1921,1834,7/1/2017,Delivery Truck,30,Pennsylvania,91
Telephones and Communication,Steubenville,Small Box,663,Hilda Bennett,Home Office,Technology,0,10631,Item 10631,1,11/23/2015,90924,Low,14,43952,0.59,1503,East,9/23/1964,2178,11/24/2016,Regular Air,5,Ohio,176
Paper,Avenel,Small Box,791,Samuel Moss,Corporate,Office Supplies,0.04,10098,Xerox 1984,1,7/1/2017,88755,Low,1,07001,0.36,-16,East,3/19/1951,10,7/4/2018,Express Air,9,New Jersey,6
Rubber Bands,Rutherford,Wrap Bag,1168,Angela Wooten,Corporate,Office Supplies,0.04,11060,Acco� Hot Clips� Clips to Go,1,2/8/2017,89120,Low,1,07070,0.4,-4,East,9/10/1956,4,2/12/2018,Regular Air,1,New Jersey,3
Chairs & Chairmats,East Haven,Jumbo Drum,790,Calvin Harrison,Corporate,Furniture,0.09,11083,"Global Leather and Oak Executive Chair, Black",1,7/4/2015,88755,Low,8,06512,0.56,763,East,3/20/1951,2230,7/7/2016,Delivery Truck,65,Connecticut,301
Office Furnishings,Summerville,Small Box,2287,Samuel Newman,Corporate,Furniture,0,10481,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1,11/8/2016,90149,High,3,29483,0.44,-346,South,7/6/1968,153,11/9/2017,Regular Air,7,South Carolina,47
Storage & Organization,Oak Park,Small Box,2999,Kim McCarthy,Corporate,Office Supplies,0,10140,Project Tote Personal File,1,2/25/2014,87049,Critical,6,48237,0.56,-80,Central,1/30/1951,88,2/26/2016,Express Air,9,Michigan,14
Binders and Binder Accessories,Sanford,Small Box,3155,Julian Keith Mayer,Consumer,Office Supplies,0.02,11095,Ibico Laser Imprintable Binding System Covers,1,11/15/2017,86906,High,2,32771,0.39,1,South,2/11/1967,107,11/16/2018,Regular Air,16,Florida,52
Office Furnishings,Summerville,Wrap Bag,2287,Samuel Newman,Corporate,Furniture,0.06,10901,Flat Face Poster Frame,1,11/8/2016,90149,High,5,29483,0.43,-100,South,7/5/1968,90,11/9/2017,Regular Air,4,South Carolina,19
Paper,Tigard,Small Box,3156,Norman Ward,Consumer,Office Supplies,0.07,10363,Xerox 198,1,11/18/2015,86906,High,4,97224,0.38,348,West,2/12/1967,22,11/19/2016,Regular Air,8,Oregon,5
Storage & Organization,Palm Bay,Small Box,2034,Douglas English,Consumer,Office Supplies,0.05,10770,"Dual Level, Single-Width Filing Carts",1,11/8/2016,87122,High,11,32905,0.59,335,South,12/12/1965,1669,11/9/2017,Regular Air,7,Florida,155
Paper,Alexandria,Small Box,2462,Ray Cook,Corporate,Office Supplies,0.04,10643,Xerox 1932,1,10/27/2016,88715,Medium,3,71301,0.38,610,South,4/25/1952,111,10/28/2017,Regular Air,5,Louisiana,35
Paper,Harker Heights,Wrap Bag,2218,Hilda Fletcher,Home Office,Office Supplies,0.08,10539,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",1,1/27/2017,91225,Not Specified,5,76543,0.38,2,Central,4/11/1957,46,1/30/2018,Regular Air,4,Texas,9
Binders and Binder Accessories,Myrtle Beach,Small Box,2099,Nathan Fox,Home Office,Office Supplies,0.08,10258,Satellite Sectional Post Binders,1,8/24/2016,87895,Critical,6,29577,0.39,-610,South,3/9/1955,259,8/25/2017,Regular Air,3,South Carolina,43
Computer Peripherals,Oak Park,Small Pack,2999,Kim McCarthy,Corporate,Technology,0.08,10210,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",1,2/26/2014,87049,Critical,3,48237,0.68,-40,Central,1/29/1951,22,2/26/2016,Regular Air,4,Michigan,7
Telephones and Communication,North Kingstown,Small Box,2181,Lillian Andrews,Small Business,Technology,0,11141,StarTAC 7797,1,7/5/2017,89471,Low,5,02852,0.55,353,East,2/6/1952,511,7/6/2018,Express Air,3,Rhode Island,116
Pens & Art Supplies,Los Angeles,Wrap Bag,3004,Maurice Everett,Corporate,Office Supplies,0.1,10605,Newell 327,1,12/10/2015,40612,High,10,90049,0.58,-7,West,9/5/1915,21,12/15/2016,Regular Air,1,California,2
Pens & Art Supplies,Coeur D Alene,Wrap Bag,3005,Teresa Watts,Corporate,Office Supplies,0.1,10605,Newell 327,1,2/22/2017,91392,High,3,83814,0.58,-7,West,12/16/1964,6,2/23/2018,Regular Air,1,Idaho,2
Binders and Binder Accessories,West Islip,Small Box,605,Alison Peters Wooten,Home Office,Office Supplies,0.09,11036,Avery Durable Poly Binders,1,10/28/2016,91146,Critical,3,11795,0.39,-46,East,11/21/1956,18,11/2/2017,Regular Air,7,New York,6
Binders and Binder Accessories,Los Angeles,Small Box,604,Lindsay P Ashley,Home Office,Office Supplies,0.09,11036,Avery Durable Poly Binders,1,10/20/2016,20068,Critical,10,90045,0.39,-46,West,8/11/1907,59,10/21/2017,Regular Air,7,California,6
"Scissors, Rulers and Trimmers",Dallas,Small Pack,803,Marianne Goldstein,Small Business,Office Supplies,0.04,10793,Fiskars� Softgrip Scissors,1,12/2/2016,90050,Not Specified,1,75203,0.57,-138,Central,4/18/1960,12,12/5/2017,Regular Air,3,Texas,11
Paper,Dallas,Wrap Bag,803,Marianne Goldstein,Small Business,Office Supplies,0.02,10496,"Wirebound Message Book, 4 per Page",1,12/3/2015,90050,Not Specified,4,75203,0.36,-557,Central,4/17/1960,22,12/6/2016,Regular Air,1,Texas,5
Pens & Art Supplies,Coachella,Wrap Bag,2403,Kara Gregory,Consumer,Office Supplies,0.09,10644,Newell 310,1,8/1/2015,12868,Critical,35,92236,0.56,-2,West,11/29/1904,60,8/4/2016,Regular Air,1,California,2
Pens & Art Supplies,Morristown,Wrap Bag,2407,Danielle Williamson,Consumer,Office Supplies,0.09,10644,Newell 310,1,10/28/2015,88454,Critical,9,07960,0.56,-2,East,3/12/1954,15,10/29/2016,Regular Air,1,New Jersey,2
Telephones and Communication,New Bern,Small Box,2256,Lloyd Levin,Corporate,Technology,0,10189,R380,1,2/16/2017,87969,Critical,5,28560,0.58,819,South,11/24/1953,883,2/17/2018,Regular Air,4,North Carolina,196
Office Furnishings,Overland Park,Small Box,237,Amanda Helms,Consumer,Furniture,0.02,10254,DAX Clear Channel Poster Frame,1,11/11/2016,86622,Low,7,66212,0.48,45,Central,9/3/1949,105,11/14/2017,Express Air,7,Kansas,15
Paper,Coachella,Wrap Bag,2403,Kara Gregory,Consumer,Office Supplies,0.09,10035,Spiral Phone Message Books with Labels by Adams,1,7/31/2016,12868,Critical,2,92236,0.36,-5,West,11/30/1904,9,8/3/2017,Regular Air,1,California,4
Paper,Norwich,Wrap Bag,2402,Samuel Smith Ryan,Consumer,Office Supplies,0.09,10035,Spiral Phone Message Books with Labels by Adams,1,10/27/2016,88454,Critical,1,06360,0.36,-5,East,3/13/1954,5,10/28/2017,Regular Air,1,Connecticut,4
Paper,West Hollywood,Wrap Bag,463,Debbie Stevenson,Small Business,Office Supplies,0.05,11122,"TOPS Money Receipt Book, Consecutively Numbered in Red,",1,3/3/2014,88065,Not Specified,7,90069,0.4,31,West,4/3/1951,56,3/3/2016,Regular Air,3,California,8
Appliances,Overland Park,Small Box,237,Amanda Helms,Consumer,Office Supplies,0.06,10689,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,1,11/12/2015,86622,Low,6,66212,0.57,241,Central,9/2/1949,349,11/15/2016,Express Air,4,Kansas,60
Paper,Annapolis,Small Box,3249,Nicole Goldstein,Small Business,Office Supplies,0,11260,Xerox 1881,1,10/12/2017,87301,Critical,11,21403,0.38,44,East,1/6/1967,142,10/13/2018,Regular Air,6,Maryland,12
Paper,Oxford,Small Box,3251,Peter Brooks,Small Business,Office Supplies,0,11260,Xerox 1881,1,2/21/2017,46115,Critical,43,01540,0.38,44,East,9/25/1917,556,2/26/2018,Regular Air,6,Massachusetts,12
Pens & Art Supplies,Clearfield,Wrap Bag,1896,Allen Garrett,Corporate,Office Supplies,0.06,10420,Prang Drawing Pencil Set,1,10/8/2015,91314,Critical,5,84015,0.45,-4,West,4/23/1962,13,10/11/2016,Regular Air,1,Utah,3
Telephones and Communication,Laguna Niguel,Small Box,24,Edna Thomas,Corporate,Technology,0.07,10261,V70,1,9/30/2016,87656,Not Specified,13,92677,0.59,1490,West,8/8/1955,2159,10/3/2017,Regular Air,3,California,206
Computer Peripherals,Annapolis,Small Box,3249,Nicole Goldstein,Small Business,Technology,0.1,10752,Belkin 105-Key Black Keyboard,1,10/14/2016,87301,Critical,10,21403,0.68,-38,East,1/5/1967,194,10/17/2017,Regular Air,4,Maryland,20
Computer Peripherals,Oxford,Small Box,3251,Peter Brooks,Small Business,Technology,0.1,10752,Belkin 105-Key Black Keyboard,1,2/21/2017,46115,Critical,39,01540,0.68,-38,East,9/24/1917,755,2/26/2018,Regular Air,4,Massachusetts,20
Appliances,Randallstown,Small Box,472,Donna Craven,Consumer,Office Supplies,0.07,10220,"Acco Six-Outlet Power Strip, 4' Cord Length",1,2/8/2017,88025,High,14,21133,0.59,-75,East,11/3/1964,118,2/9/2018,Regular Air,5,Maryland,9
Office Furnishings,Midland,Small Box,2894,James Li,Consumer,Furniture,0.05,11132,Eldon Image Series Black Desk Accessories,1,10/15/2016,90012,Low,11,48640,0.49,-172,Central,11/18/1956,45,10/19/2017,Regular Air,7,Michigan,4
Storage & Organization,Southbury,Large Box,759,Bernice F Day,Small Business,Office Supplies,0.1,10652,Carina Double Wide Media Storage Towers in Natural & Black,1,8/18/2016,86641,Medium,5,06488,0.81,-600,East,9/23/1963,381,8/19/2017,Regular Air,35,Connecticut,81
Computer Peripherals,Southbury,Small Box,759,Bernice F Day,Small Business,Technology,0.01,10623,"Fellowes Basic 104-Key Keyboard, Platinum",1,8/19/2015,86641,Medium,1,06488,0.65,-71,East,9/21/1963,24,8/20/2016,Regular Air,6,Connecticut,21
Pens & Art Supplies,Fayetteville,Wrap Bag,3074,Theresa Stephens,Corporate,Office Supplies,0.02,10289,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1,1/19/2017,89418,Low,8,72701,0.46,1145,South,5/1/1964,17,2/8/2018,Regular Air,2,Arkansas,2
Pens & Art Supplies,Los Angeles,Wrap Bag,3075,Joshua N. Milligan,Corporate,Office Supplies,0.02,10289,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1,7/6/2017,38979,Low,31,90061,0.46,-17,West,1/19/1915,66,7/7/2018,Regular Air,2,California,2
Computer Peripherals,Fayetteville,Small Box,3074,Theresa Stephens,Corporate,Technology,0.06,11183,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",1,1/19/2017,89418,Low,9,72701,0.44,-345,South,4/30/1964,758,2/8/2018,Regular Air,6,Arkansas,83
Computer Peripherals,Los Angeles,Small Box,3075,Joshua N. Milligan,Corporate,Technology,0.06,11183,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",1,7/8/2016,38979,Low,34,90061,0.44,1021,West,1/18/1915,2865,7/11/2017,Regular Air,6,California,83
Rubber Bands,Duluth,Wrap Bag,2372,Marvin Parrott,Corporate,Office Supplies,0.09,10372,Bagged Rubber Bands,1,11/28/2015,90717,Critical,9,55803,0.81,-22,Central,1/3/1957,11,12/1/2016,Regular Air,1,Minnesota,1
Binders and Binder Accessories,Albany,Small Box,2592,Sam Maynard,Corporate,Office Supplies,0.08,11062,"Wilson Jones Hanging View Binder, White, 1""",1,10/1/2017,87776,Low,5,31707,0.39,416,South,12/13/1950,37,10/5/2018,Regular Air,6,Georgia,7
Office Machines,Coachella,Jumbo Drum,573,Vanessa Winstead,Home Office,Technology,0.06,11016,Epson Stylus 1520 Color Inkjet Printer,1,7/21/2016,86557,Not Specified,8,92236,0.37,2716,West,5/11/1962,3936,7/22/2017,Delivery Truck,69,California,501
Telephones and Communication,Taylors,Small Box,1459,Steve Raynor,Corporate,Technology,0.06,10788,Timeport L7089,1,2/22/2017,86738,Medium,2,29687,0.58,7,South,9/20/1967,204,2/23/2018,Express Air,8,South Carolina,126
Bookcases,Kansas City,Jumbo Box,3043,Ruby Horowitz,Corporate,Furniture,0.06,10884,"O'Sullivan Elevations Bookcase, Cherry Finish",1,12/31/2016,86105,Low,7,66104,0.69,-801,Central,6/17/1955,876,1/1/2018,Delivery Truck,55,Kansas,131
Tables,Bristol,Jumbo Box,2723,Nicholas Pritchard,Corporate,Furniture,0,10849,Bevis 36 x 72 Conference Tables,1,1/5/2017,88960,High,12,37620,0.63,1620,South,9/1/1951,1241,1/6/2018,Delivery Truck,52,Tennessee,124
Office Furnishings,Chattanooga,Medium Box,2724,Erika Clapp,Corporate,Furniture,0.03,10882,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",1,1/5/2017,88960,High,8,37421,0.65,-156,South,9/3/1951,834,1/6/2018,Regular Air,14,Tennessee,106
Office Furnishings,Bristol,Small Pack,2723,Nicholas Pritchard,Corporate,Furniture,0.05,11137,"GE 4 Foot Flourescent Tube, 40 Watt",1,1/5/2017,88960,High,8,37620,0.39,-149,South,8/31/1951,121,1/6/2018,Regular Air,9,Tennessee,15
Labels,Hutchinson,Small Box,3042,Tara Gold,Corporate,Office Supplies,0.09,11034,Self-Adhesive Address Labels for Typewriters by Universal,1,12/31/2016,86105,Low,1,67501,0.38,-8,Central,6/16/1955,7,1/1/2018,Regular Air,0,Kansas,7
Telephones and Communication,Bristol,Small Pack,2723,Nicholas Pritchard,Corporate,Technology,0.09,10747,Accessory28,1,1/5/2017,88960,High,2,37620,0.83,-11,South,9/2/1951,90,1/6/2018,Express Air,3,Tennessee,56
Copiers and Fax,Taylors,Large Box,1459,Steve Raynor,Corporate,Technology,0.09,11030,Hewlett Packard LaserJet 3310 Copier,1,2/22/2017,86738,Medium,8,29687,0.37,4,South,9/18/1967,4543,2/23/2018,Regular Air,24,South Carolina,600
Telephones and Communication,Euclid,Small Box,1507,Bonnie Hampton,Small Business,Technology,0.04,10802,T18,1,1/6/2017,88377,Low,2,44117,0.57,-154,East,12/4/1952,190,1/9/2018,Regular Air,3,Ohio,111
Office Furnishings,Houston,Small Pack,2567,Dolores Vincent,Home Office,Furniture,0.01,11109,Advantus Panel Wall Certificate Holder - 8.5x11,1,11/1/2017,58820,Low,24,77070,0.43,62,Central,7/13/1922,307,11/2/2018,Regular Air,6,Texas,12
Office Furnishings,Muskego,Small Pack,2568,Betty Schroeder,Home Office,Furniture,0.01,11109,Advantus Panel Wall Certificate Holder - 8.5x11,1,8/21/2017,90875,Low,6,53150,0.43,53,Central,10/24/1971,77,8/22/2018,Regular Air,6,Wisconsin,12
Storage & Organization,Kansas City,Small Box,3043,Ruby Horowitz,Corporate,Office Supplies,0,10590,Fellowes Recycled Storage Drawers,1,12/31/2016,86105,Low,10,66104,0.78,507,Central,6/19/1955,1135,1/1/2018,Regular Air,9,Kansas,111
Binders and Binder Accessories,Euclid,Small Box,1507,Bonnie Hampton,Small Business,Office Supplies,0.01,10526,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",1,1/6/2017,88377,Low,2,44117,0.35,18,East,12/3/1952,26,1/9/2018,Regular Air,1,Ohio,13
Paper,Kansas City,Small Box,3043,Ruby Horowitz,Corporate,Office Supplies,0.08,11129,Xerox 1891,1,12/31/2016,86105,Low,4,66104,0.38,127,Central,6/18/1955,183,1/1/2018,Regular Air,6,Kansas,49
Pens & Art Supplies,Minnetonka,Small Pack,2984,Kelly Burnette,Corporate,Office Supplies,0.05,10467,"Boston School Pro Electric Pencil Sharpener, 1670",1,12/29/2016,88772,Low,4,55345,0.58,15,Central,8/31/1962,130,12/30/2017,Regular Air,9,Minnesota,31
Appliances,Mandan,Jumbo Drum,3126,Jeffrey Strauss,Home Office,Office Supplies,0.03,10557,3.6 Cubic Foot Counter Height Office Refrigerator,1,9/13/2017,87288,Low,8,58554,0.57,1585,Central,11/17/1955,2297,9/14/2018,Delivery Truck,43,North Dakota,295
Appliances,Lancaster,Small Box,1890,Marcia Bullock,Corporate,Office Supplies,0.03,10687,Belkin Premiere Surge Master II 8-outlet surge protector,1,10/15/2016,90632,Not Specified,5,43130,0.56,168,East,4/28/1963,244,10/16/2017,Regular Air,4,Ohio,49
Paper,Oxford,Small Box,607,Clara Hauser,Corporate,Office Supplies,0.08,10761,Xerox 23,1,2/1/2017,738,Not Specified,31,01540,0.37,-57,East,4/22/1900,190,2/2/2018,Regular Air,5,Massachusetts,6
Paper,Boston,Small Box,608,Daniel Jones,Corporate,Office Supplies,0.08,10761,Xerox 23,1,3/1/2014,86437,Not Specified,8,02129,0.37,-57,East,8/3/1949,49,3/3/2016,Regular Air,5,Massachusetts,6
Paper,Conway,Small Box,3073,Roger Hopkins,Corporate,Office Supplies,0.05,10393,Xerox 1929,1,1/26/2017,89419,Medium,2,72032,0.39,-172,South,9/15/1958,45,1/27/2018,Regular Air,5,Arkansas,23
Paper,Los Angeles,Small Box,3075,Joshua N. Milligan,Corporate,Office Supplies,0.05,10393,Xerox 1929,1,7/27/2015,24577,Medium,8,90061,0.39,20,West,6/4/1909,181,7/29/2016,Regular Air,5,California,23
Appliances,Oxford,Small Box,607,Clara Hauser,Corporate,Office Supplies,0.04,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,2/1/2017,738,Not Specified,7,01540,0.59,33,East,4/21/1900,561,2/2/2018,Regular Air,5,Massachusetts,81
Appliances,Boston,Small Box,608,Daniel Jones,Corporate,Office Supplies,0.04,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,3/2/2014,86437,Not Specified,2,02129,0.59,33,East,8/2/1949,160,3/3/2016,Regular Air,5,Massachusetts,81
Computer Peripherals,Lancaster,Small Box,1890,Marcia Bullock,Corporate,Technology,0.06,10623,"Fellowes Basic 104-Key Keyboard, Platinum",1,10/13/2017,90632,Not Specified,2,43130,0.6,-64,East,4/29/1963,42,10/16/2018,Regular Air,4,Ohio,21
Paper,Harlingen,Small Box,2273,Debra Block,Corporate,Office Supplies,0.1,10580,Xerox 1940,1,9/14/2016,90112,Medium,11,78550,0.36,404,Central,10/4/1953,585,9/15/2017,Regular Air,11,Texas,55
Pens & Art Supplies,Shreveport,Wrap Bag,3128,Cathy Burgess,Corporate,Office Supplies,0.06,10567,"Binney & Smith inkTank� Erasable Pocket Highlighter, Chisel Tip, Yellow",1,8/18/2017,89811,Not Specified,26,71109,0.41,403,South,1/19/1953,63,8/21/2018,Express Air,5,Louisiana,2
Binders and Binder Accessories,Leander,Small Box,1247,Henry O'Connell,Home Office,Office Supplies,0.01,10485,Premium Transparent Presentation Covers by GBC,1,11/30/2014,91556,High,20,78641,0.37,163,Central,8/2/1963,439,12/1/2016,Regular Air,9,Texas,21
Binders and Binder Accessories,Boston,Small Box,1246,Lois Hansen,Home Office,Office Supplies,0.01,10485,Premium Transparent Presentation Covers by GBC,1,9/25/2016,37216,High,82,02129,0.37,74,East,4/21/1914,1801,9/28/2017,Regular Air,9,Massachusetts,21
Storage & Organization,Bangor,Small Box,1324,Frances Ray,Small Business,Office Supplies,0.03,11056,"Companion Letter/Legal File, Black",1,10/29/2015,89754,Critical,43,04401,0.57,105,East,7/13/1958,1586,11/1/2016,Regular Air,13,Maine,38
Office Furnishings,Pittsburgh,Small Pack,2797,Cameron Kendall,Consumer,Furniture,0.09,10317,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",1,9/3/2015,87559,Medium,31,15122,0.51,3,East,11/5/1959,316,9/6/2016,Regular Air,5,Pennsylvania,10
Storage & Organization,Mount Lebanon,Jumbo Drum,1946,Teresa Wallace,Home Office,Office Supplies,0,10909,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1,7/31/2017,86333,Critical,15,15228,0.65,930,East,1/3/1950,5721,8/1/2018,Delivery Truck,99,Pennsylvania,371
Computer Peripherals,Charleston,Small Pack,2928,Leslie Woodard,Consumer,Technology,0.01,10692,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",1,12/7/2016,90220,Medium,19,29418,0.52,1337,South,1/5/1969,165,12/14/2017,Regular Air,2,South Carolina,8
Office Furnishings,Aloha,Small Pack,3030,Janice Woods,Small Business,Furniture,0.05,10877,"Executive Impressions 14""",1,12/2/2014,86476,Critical,2,97007,0.41,4,West,7/26/1954,47,12/1/2016,Regular Air,5,Oregon,22
Binders and Binder Accessories,East Longmeadow,Small Box,1899,Willie Gray,Consumer,Office Supplies,0.08,10524,Trimflex� Flexible Post Binders,1,12/1/2016,87447,High,3,01028,0.37,42,East,12/5/1958,71,12/2/2017,Express Air,3,Massachusetts,21
Pens & Art Supplies,Rutland,Wrap Bag,1903,Rick Bland,Consumer,Office Supplies,0.07,10736,"Quartet Omega� Colored Chalk, 12/Pack",1,11/29/2017,87447,High,19,05701,0.38,76,East,12/7/1958,110,11/30/2018,Regular Air,1,Vermont,6
Rubber Bands,Milton,Wrap Bag,1900,Deborah Bradshaw,Consumer,Office Supplies,0.09,10138,Assorted Color Push Pins,1,12/1/2016,87447,High,4,02186,0.52,-1,East,12/6/1958,7,12/2/2017,Regular Air,1,Massachusetts,2
Telephones and Communication,Phenix City,Small Pack,2579,Marshall Sutherland,Home Office,Technology,0.05,10699,Accessory36,1,12/17/2016,88303,Low,16,36869,0.83,-2039,South,5/3/1965,725,12/18/2017,Regular Air,5,Alabama,56
Appliances,Centereach,Medium Box,1777,Miriam Greenberg,Consumer,Office Supplies,0.07,10281,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,1,7/12/2016,89947,Low,17,11720,0.42,2536,East,12/30/1958,3675,7/13/2017,Express Air,12,New York,225
Pens & Art Supplies,Centereach,Wrap Bag,1777,Miriam Greenberg,Consumer,Office Supplies,0,10775,SANFORD Liquid Accent� Tank-Style Highlighters,1,7/10/2017,89947,Low,10,11720,0.54,7,East,12/31/1958,29,7/11/2018,Regular Air,1,New York,3
Tables,Scranton,Jumbo Box,2249,Priscilla Allred,Home Office,Furniture,0.01,10394,Bevis Boat-Shaped Conference Table,1,11/1/2017,86702,Medium,6,18504,0.75,-317,East,5/4/1959,1617,11/2/2018,Delivery Truck,63,Pennsylvania,262
Bookcases,Yuba City,Jumbo Box,1042,Jerome Burch,Small Business,Furniture,0.01,11053,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1,10/5/2016,87848,Medium,6,95991,0.61,-113,West,1/28/1964,377,10/6/2017,Delivery Truck,37,California,58
Computer Peripherals,Fitchburg,Small Box,2282,Jimmy Waters,Home Office,Technology,0.06,10361,Microsoft Natural Multimedia Keyboard,1,9/15/2017,85954,Not Specified,11,53713,0.73,-6,Central,10/3/1962,572,9/21/2018,Regular Air,7,Wisconsin,51
Tables,Centereach,Jumbo Box,1777,Miriam Greenberg,Consumer,Furniture,0,10883,Hon iLevel� Computer Training Table,1,7/13/2015,89947,Low,17,11720,0.65,-524,East,1/1/1959,605,7/14/2016,Delivery Truck,46,New York,32
Binders and Binder Accessories,Scranton,Small Box,2249,Priscilla Allred,Home Office,Office Supplies,0.07,11071,"Avery Flip-Chart Easel Binder, Black",1,11/3/2016,86702,Medium,23,18504,0.38,-61,East,5/3/1959,514,11/4/2017,Regular Air,15,Pennsylvania,22
Paper,Dundalk,Small Box,1494,Kate Lehman,Corporate,Office Supplies,0.01,11125,Xerox 193,1,9/14/2016,85881,Not Specified,7,21222,0.36,-13,East,7/8/1956,44,9/19/2017,Regular Air,5,Maryland,6
Computer Peripherals,Lima,Small Pack,1891,Gretchen Levine,Corporate,Technology,0,10898,Imation DVD-RAM discs,1,11/29/2016,90634,Not Specified,1,45801,0.43,-60,East,5/9/1970,38,11/30/2017,Regular Air,2,Ohio,35
Office Furnishings,Corsicana,Small Pack,2521,Shawn Meyer,Home Office,Furniture,0.03,11232,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1,9/19/2016,87037,Not Specified,15,75109,0.35,1046,Central,6/14/1966,1516,9/22/2017,Regular Air,9,Texas,99
Paper,Marion,Small Box,1463,Ellen Kirkland,Consumer,Office Supplies,0.09,10242,Xerox 1941,1,10/18/2016,86401,Not Specified,11,46952,0.37,724,Central,4/25/1965,1050,10/19/2017,Regular Air,5,Indiana,105
Appliances,Dallas,Small Box,3303,Carole Creech,Home Office,Office Supplies,0,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,7/5/2016,87799,Not Specified,14,75203,0.59,972,Central,1/7/1959,1156,7/6/2017,Regular Air,5,Texas,81
